# MEAN_SAMPLE_SIZE = 90438
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BOSCO_INTERFERON_INDUCED_ANT...          SET      73     0.066416    0.0041217     0.092333      0.23598 BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE
BOSCO_TH1_CYTOTOXIC_MODULE               SET     111     0.018033    0.0013786     0.084184      0.41519 BOSCO_TH1_CYTOTOXIC_MODULE
BOUDOUKHA_BOUND_BY_IGF2BP2               SET      97    -0.065922   -0.0047129     0.078038      0.80087 BOUDOUKHA_BOUND_BY_IGF2BP2
BOWIE_RESPONSE_TO_EXTRACELLU...          SET      16      0.17061    0.0049643      0.20566      0.20341 BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX
BOWIE_RESPONSE_TO_TAMOXIFEN              SET      17      0.20619    0.0061841      0.20112      0.15264 BOWIE_RESPONSE_TO_TAMOXIFEN
BOYAULT_LIVER_CANCER_SUBCLAS...1         SET      45    -0.058621   -0.0028584      0.12548       0.6798 BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN
BOYAULT_LIVER_CANCER_SUBCLAS...2         SET      43     0.059733    0.0028474      0.12067      0.31031 BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP
BOYAULT_LIVER_CANCER_SUBCLAS...3         SET      15     0.053914     0.001519      0.22303      0.40449 BOYAULT_LIVER_CANCER_SUBCLASS_G12_DN
BOYAULT_LIVER_CANCER_SUBCLAS...4         SET      39     0.070271    0.0031904      0.13771      0.30493 BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP
BOYAULT_LIVER_CANCER_SUBCLAS...5         SET      39    -0.069058   -0.0031353      0.12875      0.70414 BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN
BOYAULT_LIVER_CANCER_SUBCLAS...6         SET     113     0.017713    0.0013662     0.079146      0.41146 BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP
BOYAULT_LIVER_CANCER_SUBCLAS...7         SET      27      0.11248    0.0042504      0.17109      0.25546 BOYAULT_LIVER_CANCER_SUBCLASS_G2
BOYAULT_LIVER_CANCER_SUBCLAS...8         SET      10     0.081875    0.0018838      0.23247      0.36235 BOYAULT_LIVER_CANCER_SUBCLASS_G23_DN
BOYAULT_LIVER_CANCER_SUBCLAS...9         SET      50     0.016806   0.00086368      0.10899      0.43873 BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP
BOYAULT_LIVER_CANCER_SUBCLAS...10        SET      51     0.075768    0.0039325      0.11217       0.2497 BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN
BOYAULT_LIVER_CANCER_SUBCLAS...11        SET     181    -0.091979   -0.0089624     0.058157      0.94312 BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP
BOYAULT_LIVER_CANCER_SUBCLAS...12        SET      17     -0.22321   -0.0066948      0.22217      0.84247 BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN
BOYAULT_LIVER_CANCER_SUBCLAS...13        SET      11      0.29497    0.0071176      0.31297      0.17298 BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP
BOYAULT_LIVER_CANCER_SUBCLAS...14        SET      27      0.18744     0.007083      0.17949      0.14819 BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN
BOYAULT_LIVER_CANCER_SUBCLAS...15        SET      19      0.15702    0.0049784      0.20703      0.22411 BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN
BOYAULT_LIVER_CANCER_SUBCLAS...16        SET      64     0.036325    0.0021113      0.10684      0.36693 BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP
BOYERINAS_ONCOFETAL_TARGETS_...          SET      10     0.014555   0.00033488      0.27899       0.4792 BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1
BOYLAN_MULTIPLE_MYELOMA_C_CL...1         SET      28      0.27984     0.010769      0.17673     0.056666 BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN
BOYLAN_MULTIPLE_MYELOMA_C_CL...2         SET      33    -0.049454   -0.0020657      0.13449      0.64346 BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP
BOYLAN_MULTIPLE_MYELOMA_C_DN             SET      53    -0.019019   -0.0010062      0.12332      0.56128 BOYLAN_MULTIPLE_MYELOMA_C_DN
BOYLAN_MULTIPLE_MYELOMA_C_D_...1         SET     256    0.0076115   0.00088027     0.055027      0.44499 BOYLAN_MULTIPLE_MYELOMA_C_D_DN
BOYLAN_MULTIPLE_MYELOMA_C_D_...2         SET     132     0.026841    0.0022364     0.069473      0.34962 BOYLAN_MULTIPLE_MYELOMA_C_D_UP
BOYLAN_MULTIPLE_MYELOMA_C_UP             SET      43    -0.073638   -0.0035102      0.14078      0.69953 BOYLAN_MULTIPLE_MYELOMA_C_UP
BOYLAN_MULTIPLE_MYELOMA_D_CL...1         SET      35     -0.22542   -0.0096963      0.14754      0.93671 BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN
BOYLAN_MULTIPLE_MYELOMA_D_CL...2         SET      27      -0.1815   -0.0068585      0.16324      0.86688 BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP
BOYLAN_MULTIPLE_MYELOMA_D_DN             SET      70    -0.066443   -0.0040381      0.10412      0.73831 BOYLAN_MULTIPLE_MYELOMA_D_DN
BOYLAN_MULTIPLE_MYELOMA_D_UP             SET      88       0.1228    0.0083638     0.088206     0.081944 BOYLAN_MULTIPLE_MYELOMA_D_UP
BOYLAN_MULTIPLE_MYELOMA_PCA1...1         SET       8      0.18001    0.0037046      0.32851      0.29186 BOYLAN_MULTIPLE_MYELOMA_PCA1_DN
BOYLAN_MULTIPLE_MYELOMA_PCA1...2         SET     103     0.023483    0.0017297       0.0857      0.39204 BOYLAN_MULTIPLE_MYELOMA_PCA1_UP
BOYLAN_MULTIPLE_MYELOMA_PCA3...1         SET      62    -0.080471   -0.0046037      0.10497      0.77834 BOYLAN_MULTIPLE_MYELOMA_PCA3_DN
BOYLAN_MULTIPLE_MYELOMA_PCA3...2         SET      78     0.047367    0.0030382       0.1013      0.32004 BOYLAN_MULTIPLE_MYELOMA_PCA3_UP
BRACHAT_RESPONSE_TO_CAMPTOTH...1         SET      40     -0.26324    -0.012104      0.13721      0.97247 BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN
BRACHAT_RESPONSE_TO_CAMPTOTH...2         SET      24      0.34393     0.012254      0.16697     0.019714 BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP
BRACHAT_RESPONSE_TO_CISPLATIN            SET      20       0.1688    0.0054908      0.19099      0.18841 BRACHAT_RESPONSE_TO_CISPLATIN
BRACHAT_RESPONSE_TO_METHOTRE...1         SET      24     -0.47643    -0.016975      0.17286      0.99707 BRACHAT_RESPONSE_TO_METHOTREXATE_DN
BRACHAT_RESPONSE_TO_METHOTRE...2         SET      21      0.36701     0.012233      0.17601     0.018534 BRACHAT_RESPONSE_TO_METHOTREXATE_UP
BREDEMEYER_RAG_SIGNALING_NOT...1         SET      55     0.025325    0.0013648      0.11503      0.41287 BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN
BREDEMEYER_RAG_SIGNALING_NOT...2         SET      62   -0.0049676   -0.0002842       0.1135      0.51746 BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP
BREDEMEYER_RAG_SIGNALING_VIA...1         SET      38    -0.054688    -0.002451      0.14129      0.65065 BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN
BREDEMEYER_RAG_SIGNALING_VIA...2         SET      48     0.058277    0.0029346      0.12519      0.32078 BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP
BREUHAHN_GROWTH_FACTOR_SIGNA...          SET      15      0.25824     0.007276      0.23022        0.131 BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER
BRIDEAU_IMPRINTED_GENES                  SET      61     0.044271    0.0025123      0.12791      0.36463 BRIDEAU_IMPRINTED_GENES
BROCKE_APOPTOSIS_REVERSED_BY...          SET     143     0.011015   0.00095495     0.071233      0.43856 BROCKE_APOPTOSIS_REVERSED_BY_IL6
BROWNE_HCMV_INFECTION_10HR_DN            SET      54      0.13747    0.0073412      0.12071      0.12739 BROWNE_HCMV_INFECTION_10HR_DN
BROWNE_HCMV_INFECTION_10HR_UP            SET      92     -0.11393   -0.0079335     0.085167       0.9095 BROWNE_HCMV_INFECTION_10HR_UP
BROWNE_HCMV_INFECTION_12HR_DN            SET      94    -0.052446   -0.0036913     0.091196      0.71738 BROWNE_HCMV_INFECTION_12HR_DN
BROWNE_HCMV_INFECTION_12HR_UP            SET     105     0.013715    0.0010199     0.083797        0.435 BROWNE_HCMV_INFECTION_12HR_UP
BROWNE_HCMV_INFECTION_14HR_DN            SET     269      0.06481    0.0076805     0.050797      0.10101 BROWNE_HCMV_INFECTION_14HR_DN
BROWNE_HCMV_INFECTION_14HR_UP            SET     145     0.040343    0.0035218     0.063275      0.26188 BROWNE_HCMV_INFECTION_14HR_UP
BROWNE_HCMV_INFECTION_16HR_DN            SET      78      0.19764     0.012677      0.09732     0.021146 BROWNE_HCMV_INFECTION_16HR_DN
BROWNE_HCMV_INFECTION_16HR_UP            SET     209      -0.1411    -0.014763     0.056164        0.994 BROWNE_HCMV_INFECTION_16HR_UP
BROWNE_HCMV_INFECTION_18HR_DN            SET     171    -0.066499   -0.0062998     0.064469      0.84884 BROWNE_HCMV_INFECTION_18HR_DN
BROWNE_HCMV_INFECTION_18HR_UP            SET     165    -0.039004   -0.0036302     0.065462      0.72435 BROWNE_HCMV_INFECTION_18HR_UP
BROWNE_HCMV_INFECTION_1HR_DN             SET     190     0.080967    0.0080812     0.059248      0.08589 BROWNE_HCMV_INFECTION_1HR_DN
BROWNE_HCMV_INFECTION_1HR_UP             SET      49      0.25477     0.012962      0.12378     0.019791 BROWNE_HCMV_INFECTION_1HR_UP
BROWNE_HCMV_INFECTION_20HR_DN            SET      97     0.042644    0.0030487     0.086443      0.31089 BROWNE_HCMV_INFECTION_20HR_DN
BROWNE_HCMV_INFECTION_20HR_UP            SET     222     -0.13095    -0.014116     0.053113      0.99315 BROWNE_HCMV_INFECTION_20HR_UP
BROWNE_HCMV_INFECTION_24HR_DN            SET     136      0.15035     0.012714     0.075237      0.02285 BROWNE_HCMV_INFECTION_24HR_DN
BROWNE_HCMV_INFECTION_24HR_UP            SET     138    -0.074787   -0.0063703     0.068555      0.86234 BROWNE_HCMV_INFECTION_24HR_UP
BROWNE_HCMV_INFECTION_2HR_DN             SET      48     0.055759    0.0028078      0.11453      0.31318 BROWNE_HCMV_INFECTION_2HR_DN
BROWNE_HCMV_INFECTION_2HR_UP             SET      35     0.045172    0.0019431      0.15281      0.38376 BROWNE_HCMV_INFECTION_2HR_UP
BROWNE_HCMV_INFECTION_30MIN_...1         SET     132     0.032774    0.0027308     0.073903      0.32871 BROWNE_HCMV_INFECTION_30MIN_DN
BROWNE_HCMV_INFECTION_30MIN_...2         SET      50    -0.011438  -0.00058784      0.11681        0.539 BROWNE_HCMV_INFECTION_30MIN_UP
BROWNE_HCMV_INFECTION_48HR_DN            SET     432    -0.017577   -0.0026282     0.041036       0.6658 BROWNE_HCMV_INFECTION_48HR_DN
BROWNE_HCMV_INFECTION_48HR_UP            SET     172      0.11281     0.010718      0.06288     0.036411 BROWNE_HCMV_INFECTION_48HR_UP
BROWNE_HCMV_INFECTION_4HR_DN             SET     241    -0.061412   -0.0068938     0.051996      0.88121 BROWNE_HCMV_INFECTION_4HR_DN
BROWNE_HCMV_INFECTION_4HR_UP             SET      48     -0.01451  -0.00073067      0.12241      0.54718 BROWNE_HCMV_INFECTION_4HR_UP
BROWNE_HCMV_INFECTION_6HR_DN             SET     151    -0.023638   -0.0021054     0.070005      0.63219 BROWNE_HCMV_INFECTION_6HR_DN
BROWNE_HCMV_INFECTION_6HR_UP             SET      58    0.0054024   0.00029897      0.10541      0.47956 BROWNE_HCMV_INFECTION_6HR_UP
BROWNE_HCMV_INFECTION_8HR_DN             SET      43      0.12646     0.006028        0.123      0.15195 BROWNE_HCMV_INFECTION_8HR_DN
BROWNE_HCMV_INFECTION_8HR_UP             SET      95      0.13987    0.0098966     0.082365     0.044743 BROWNE_HCMV_INFECTION_8HR_UP
BROWNE_INTERFERON_RESPONSIVE...          SET      67    -0.061428   -0.0036527      0.10832      0.71467 BROWNE_INTERFERON_RESPONSIVE_GENES
BROWN_MYELOID_CELL_DEVELOPME...1         SET     125    -0.065091   -0.0052786     0.070973      0.82045 BROWN_MYELOID_CELL_DEVELOPMENT_DN
BROWN_MYELOID_CELL_DEVELOPME...2         SET     159     0.013509    0.0012345      0.06824      0.42154 BROWN_MYELOID_CELL_DEVELOPMENT_UP
BRUECKNER_TARGETS_OF_MIRLET7...1         SET      73    -0.043144   -0.0026775      0.10639      0.65745 BRUECKNER_TARGETS_OF_MIRLET7A3_DN
BRUECKNER_TARGETS_OF_MIRLET7...2         SET     104    -0.012787  -0.00094643     0.086423      0.55881 BRUECKNER_TARGETS_OF_MIRLET7A3_UP
BRUINS_UVC_RESPONSE_EARLY_LA...          SET     292       0.1216     0.015004     0.047801    0.0054866 BRUINS_UVC_RESPONSE_EARLY_LATE
BRUINS_UVC_RESPONSE_LATE                 SET    1076   0.00034231   7.9356e-05     0.025549      0.49465 BRUINS_UVC_RESPONSE_LATE
BRUINS_UVC_RESPONSE_MIDDLE               SET      93    -0.037725   -0.0026411     0.083083      0.67511 BRUINS_UVC_RESPONSE_MIDDLE
BRUINS_UVC_RESPONSE_VIA_TP53...1         SET     844   0.00046792   9.6695e-05     0.030041      0.49379 BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A
BRUINS_UVC_RESPONSE_VIA_TP53...2         SET     512    0.0024382   0.00039602     0.036673       0.4735 BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B
BRUINS_UVC_RESPONSE_VIA_TP53...3         SET      87   -0.0063062  -0.00042708     0.085178      0.52951 BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C
BRUINS_UVC_RESPONSE_VIA_TP53...4         SET     258     0.038229    0.0044381     0.052925      0.23506 BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D
BRUNEAU_HEART_GREAT_VESSELS_...          SET       8     -0.21444   -0.0044131      0.31166      0.75429 BRUNEAU_HEART_GREAT_VESSELS_AND_VALVULOGENESIS
BRUNEAU_SEPTATION_ATRIAL                 SET       5   -0.0070157  -0.00011415      0.41954      0.50667 BRUNEAU_SEPTATION_ATRIAL
BRUNEAU_SEPTATION_VENTRICULAR            SET      10     -0.14052   -0.0032331      0.26594      0.70139 BRUNEAU_SEPTATION_VENTRICULAR
BRUNO_HEMATOPOIESIS                      SET      63     0.021147    0.0012195      0.10705       0.4217 BRUNO_HEMATOPOIESIS
BUCKANOVICH_T_LYMPHOCYTE_HOM...1         SET      20     -0.28949   -0.0094167      0.21592      0.90998 BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_DN
BUCKANOVICH_T_LYMPHOCYTE_HOM...2         SET      19     0.030886    0.0009793      0.19068      0.43566 BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP
BUFFA_HYPOXIA_METAGENE                   SET      47    -0.072619   -0.0036186      0.12132      0.72527 BUFFA_HYPOXIA_METAGENE
BURTON_ADIPOGENESIS_1                    SET      30     0.011136   0.00044355      0.15113      0.47063 BURTON_ADIPOGENESIS_1
BURTON_ADIPOGENESIS_10                   SET      28       0.2044    0.0078654       0.1473     0.082632 BURTON_ADIPOGENESIS_10
BURTON_ADIPOGENESIS_11                   SET      46     0.029104    0.0014348      0.12561      0.40838 BURTON_ADIPOGENESIS_11
BURTON_ADIPOGENESIS_12                   SET      31     -0.41608    -0.016846      0.15955      0.99544 BURTON_ADIPOGENESIS_12
BURTON_ADIPOGENESIS_2                    SET      70     0.044505    0.0027048      0.09856       0.3258 BURTON_ADIPOGENESIS_2
BURTON_ADIPOGENESIS_3                    SET      96      0.03313    0.0023563     0.083989      0.34663 BURTON_ADIPOGENESIS_3
BURTON_ADIPOGENESIS_4                    SET      43      0.29197     0.013917      0.13223      0.01363 BURTON_ADIPOGENESIS_4
BURTON_ADIPOGENESIS_5                    SET     108     0.093664    0.0070636     0.072242     0.097406 BURTON_ADIPOGENESIS_5
BURTON_ADIPOGENESIS_6                    SET     189      0.02244    0.0022339     0.060021      0.35425 BURTON_ADIPOGENESIS_6
BURTON_ADIPOGENESIS_7                    SET      44      0.14069    0.0067837      0.12622      0.13252 BURTON_ADIPOGENESIS_7
BURTON_ADIPOGENESIS_8                    SET      71    -0.098007   -0.0059987     0.097875      0.84166 BURTON_ADIPOGENESIS_8
BURTON_ADIPOGENESIS_9                    SET      73      0.30006     0.018621     0.098489     0.001159 BURTON_ADIPOGENESIS_9
BURTON_ADIPOGENESIS_PEAK_AT_...1         SET      57      0.29912      0.01641      0.10937    0.0031234 BURTON_ADIPOGENESIS_PEAK_AT_0HR
BURTON_ADIPOGENESIS_PEAK_AT_...2         SET      39    -0.066882   -0.0030366      0.12163       0.7088 BURTON_ADIPOGENESIS_PEAK_AT_16HR
BURTON_ADIPOGENESIS_PEAK_AT_...3         SET      42     0.094354    0.0044452      0.11933      0.21457 BURTON_ADIPOGENESIS_PEAK_AT_24HR
BURTON_ADIPOGENESIS_PEAK_AT_...4         SET      43     0.045629     0.002175      0.12758      0.36031 BURTON_ADIPOGENESIS_PEAK_AT_2HR
BURTON_ADIPOGENESIS_PEAK_AT_...5         SET      38     0.021885   0.00098082      0.13645      0.43629 BURTON_ADIPOGENESIS_PEAK_AT_8HR
BUYTAERT_PHOTODYNAMIC_THERAP...1         SET     605      0.04416    0.0077772     0.032788     0.089023 BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN
BUYTAERT_PHOTODYNAMIC_THERAP...2         SET     786     0.025179    0.0050293     0.029727      0.19849 BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP
BYSTROEM_CORRELATED_WITH_IL5...1         SET      55     0.041269    0.0022241      0.10871      0.35212 BYSTROEM_CORRELATED_WITH_IL5_DN
BYSTROEM_CORRELATED_WITH_IL5...2         SET      39      0.18505    0.0084015      0.13074     0.078483 BYSTROEM_CORRELATED_WITH_IL5_UP
BYSTRYKH_HEMATOPOIESIS_STEM_...1         SET      65     -0.11972   -0.0070125      0.10014      0.88405 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS
BYSTRYKH_HEMATOPOIESIS_STEM_...2         SET     148     0.046425    0.0040941     0.067175      0.24476 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_TRANS
BYSTRYKH_HEMATOPOIESIS_STEM_...3         SET       7     -0.32614   -0.0062785      0.28784      0.87139 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3
BYSTRYKH_HEMATOPOIESIS_STEM_...4         SET       8    -0.054197   -0.0011154      0.25504      0.58414 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FLI1
BYSTRYKH_HEMATOPOIESIS_STEM_...5         SET       8      0.36496    0.0075109      0.28695      0.10172 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_IL3RA
BYSTRYKH_HEMATOPOIESIS_STEM_...6         SET     124    -0.036476   -0.0029463     0.071696      0.69453 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS
BYSTRYKH_HEMATOPOIESIS_STEM_...7         SET     733     0.024973    0.0048241     0.030209      0.20422 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS
BYSTRYKH_HEMATOPOIESIS_STEM_...8         SET       7      0.20894    0.0040224      0.36657      0.28435 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_RUNX1
BYSTRYKH_HEMATOPOIESIS_STEM_...9         SET      26     0.068435    0.0025378      0.16426      0.33848 BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS
BYSTRYKH_SCP2_QTL                        SET       4    -0.024041  -0.00034989      0.30389      0.53153 BYSTRYKH_SCP2_QTL
CADWELL_ATG16L1_TARGETS_DN               SET      64    -0.017981   -0.0010451      0.10003      0.57133 CADWELL_ATG16L1_TARGETS_DN
CADWELL_ATG16L1_TARGETS_UP               SET     100     0.035007    0.0025409      0.08311       0.3368 CADWELL_ATG16L1_TARGETS_UP
CAFFAREL_RESPONSE_TO_THC_24H...1         SET      12     -0.23965   -0.0060398      0.25109      0.83007 CAFFAREL_RESPONSE_TO_THC_24HR_3_DN
CAFFAREL_RESPONSE_TO_THC_24H...2         SET       8      0.25611    0.0052706      0.27735      0.17791 CAFFAREL_RESPONSE_TO_THC_24HR_3_UP
CAFFAREL_RESPONSE_TO_THC_24H...3         SET      52    -0.068275   -0.0035781      0.10086      0.75076 CAFFAREL_RESPONSE_TO_THC_24HR_5_DN
CAFFAREL_RESPONSE_TO_THC_24H...4         SET      30    -0.017716  -0.00070563      0.13498      0.55221 CAFFAREL_RESPONSE_TO_THC_24HR_5_UP
CAFFAREL_RESPONSE_TO_THC_8HR...1         SET       9      0.30467    0.0066502      0.25965      0.12032 CAFFAREL_RESPONSE_TO_THC_8HR_3_DN
CAFFAREL_RESPONSE_TO_THC_8HR...2         SET       5    -0.067968   -0.0011059       0.3698      0.57291 CAFFAREL_RESPONSE_TO_THC_8HR_3_UP
CAFFAREL_RESPONSE_TO_THC_8HR...3         SET      11       0.3927    0.0094758      0.22987     0.043794 CAFFAREL_RESPONSE_TO_THC_8HR_5_DN
CAFFAREL_RESPONSE_TO_THC_8HR...4         SET      14      -0.1551   -0.0042218      0.22415      0.75551 CAFFAREL_RESPONSE_TO_THC_8HR_5_UP
CAFFAREL_RESPONSE_TO_THC_DN              SET      29     -0.32332    -0.012662      0.14579      0.98671 CAFFAREL_RESPONSE_TO_THC_DN
CAFFAREL_RESPONSE_TO_THC_UP              SET      31      0.03109    0.0012587      0.14203      0.41336 CAFFAREL_RESPONSE_TO_THC_UP
CAIRO_HEPATOBLASTOMA_CLASSES...1         SET     202     0.080835    0.0083162     0.059255     0.086266 CAIRO_HEPATOBLASTOMA_CLASSES_DN
CAIRO_HEPATOBLASTOMA_CLASSES...2         SET     585     0.036001    0.0062381      0.03268      0.13532 CAIRO_HEPATOBLASTOMA_CLASSES_UP
CAIRO_HEPATOBLASTOMA_DN                  SET     253    -0.033784   -0.0038845     0.053494      0.73616 CAIRO_HEPATOBLASTOMA_DN
CAIRO_HEPATOBLASTOMA_POOR_SU...          SET      14       0.1945    0.0052943      0.22737      0.19616 CAIRO_HEPATOBLASTOMA_POOR_SURVIVAL
CAIRO_HEPATOBLASTOMA_UP                  SET     199    -0.062029   -0.0063344     0.059443      0.85164 CAIRO_HEPATOBLASTOMA_UP
CAIRO_LIVER_DEVELOPMENT_DN               SET     214     0.042589    0.0045083     0.057382      0.22899 CAIRO_LIVER_DEVELOPMENT_DN
CAIRO_LIVER_DEVELOPMENT_UP               SET     150     0.068407    0.0060729     0.069996      0.16422 CAIRO_LIVER_DEVELOPMENT_UP
CAIRO_PML_TARGETS_BOUND_BY_M...1         SET      13      0.50285      0.01319      0.23957     0.017918 CAIRO_PML_TARGETS_BOUND_BY_MYC_DN
CAIRO_PML_TARGETS_BOUND_BY_M...2         SET      22     -0.31996    -0.010915      0.18461      0.95846 CAIRO_PML_TARGETS_BOUND_BY_MYC_UP
