# MEAN_SAMPLE_SIZE = 90438
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
HOLLERN_SQUAMOUS_BREAST_TUMOR            SET     170     0.081289    0.0076786     0.067982      0.11591 HOLLERN_SQUAMOUS_BREAST_TUMOR
HOLLMANN_APOPTOSIS_VIA_CD40_...1         SET     247     0.046236    0.0052536     0.053628       0.1943 HOLLMANN_APOPTOSIS_VIA_CD40_DN
HOLLMANN_APOPTOSIS_VIA_CD40_...2         SET     190    -0.051887   -0.0051788     0.062318      0.79747 HOLLMANN_APOPTOSIS_VIA_CD40_UP
HONMA_DOCETAXEL_RESISTANCE               SET      35     0.024795    0.0010665      0.13964      0.42954 HONMA_DOCETAXEL_RESISTANCE
HONRADO_BREAST_CANCER_BRCA1_...          SET      17      0.59943     0.017979      0.19652     0.001145 HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2
HOOI_ST7_TARGETS_DN                      SET     103     -0.11212   -0.0082582     0.089011      0.89608 HOOI_ST7_TARGETS_DN
HOOI_ST7_TARGETS_UP                      SET      85     0.050352    0.0033708     0.092939      0.29399 HOOI_ST7_TARGETS_UP
HOQUE_METHYLATED_IN_CANCER               SET      55      0.19459     0.010487      0.12062     0.053349 HOQUE_METHYLATED_IN_CANCER
HORIUCHI_WTAP_TARGETS_DN                 SET     296     0.017839     0.002216     0.046424      0.35039 HORIUCHI_WTAP_TARGETS_DN
HORIUCHI_WTAP_TARGETS_UP                 SET     286   -0.0076053  -0.00092891     0.052504      0.55759 HORIUCHI_WTAP_TARGETS_UP
HORTON_SREBF_TARGETS                     SET      23    -0.018817  -0.00065635      0.15633       0.5479 HORTON_SREBF_TARGETS
HOSHIDA_LIVER_CANCER_LATE_RE...1         SET      63      0.10321    0.0059517      0.10335        0.159 HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN
HOSHIDA_LIVER_CANCER_LATE_RE...2         SET      57     0.021664    0.0011885      0.10964      0.42169 HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP
HOSHIDA_LIVER_CANCER_SUBCLAS...1         SET     219     0.035317    0.0037814     0.056054      0.26433 HOSHIDA_LIVER_CANCER_SUBCLASS_S1
HOSHIDA_LIVER_CANCER_SUBCLAS...2         SET     109    -0.018242    -0.001382     0.077603      0.59292 HOSHIDA_LIVER_CANCER_SUBCLASS_S2
HOSHIDA_LIVER_CANCER_SUBCLAS...3         SET     255     -0.06172   -0.0071241     0.051352      0.88529 HOSHIDA_LIVER_CANCER_SUBCLASS_S3
HOSHIDA_LIVER_CANCER_SURVIVA...1         SET     103    -0.036107   -0.0026596     0.077876      0.67855 HOSHIDA_LIVER_CANCER_SURVIVAL_DN
HOSHIDA_LIVER_CANCER_SURVIVA...2         SET      73     -0.18113    -0.011241      0.10032       0.9645 HOSHIDA_LIVER_CANCER_SURVIVAL_UP
HOUNKPE_HOUSEKEEPING_GENES               SET    1080    -0.019219   -0.0044632     0.023815      0.79017 HOUNKPE_HOUSEKEEPING_GENES
HOUSTIS_ROS                              SET      33    -0.081847   -0.0034187      0.14023      0.72028 HOUSTIS_ROS
HOWLIN_CITED1_TARGETS_1_DN               SET      37     0.076277    0.0033733      0.15145      0.30726 HOWLIN_CITED1_TARGETS_1_DN
HOWLIN_CITED1_TARGETS_1_UP               SET      33      0.21411    0.0089432      0.14549      0.07057 HOWLIN_CITED1_TARGETS_1_UP
HOWLIN_CITED1_TARGETS_2_DN               SET      16     -0.15899   -0.0046264      0.22567      0.75945 HOWLIN_CITED1_TARGETS_2_DN
HOWLIN_CITED1_TARGETS_2_UP               SET      17      0.36454     0.010934      0.20468     0.037458 HOWLIN_CITED1_TARGETS_2_UP
HOWLIN_PUBERTAL_MAMMARY_GLAND            SET      61     0.063784    0.0036196      0.11301      0.28624 HOWLIN_PUBERTAL_MAMMARY_GLAND
HO_LIVER_CANCER_VASCULAR_INV...          SET      12     -0.11268   -0.0028397       0.2625      0.66613 HO_LIVER_CANCER_VASCULAR_INVASION
HSIAO_HOUSEKEEPING_GENES                 SET     368  -0.00010318  -1.4264e-05     0.040774      0.50101 HSIAO_HOUSEKEEPING_GENES
HSIAO_LIVER_SPECIFIC_GENES               SET     235  -5.6902e-05  -6.3086e-06     0.054186      0.50042 HSIAO_LIVER_SPECIFIC_GENES
HUANG_DASATINIB_RESISTANCE_DN            SET      68     -0.17267    -0.010344      0.10578      0.94868 HUANG_DASATINIB_RESISTANCE_DN
HUANG_DASATINIB_SENSITIVITY_...          SET      78     -0.12386   -0.0079443      0.10467      0.88166 HUANG_DASATINIB_SENSITIVITY_UP
HUANG_FOXA2_TARGETS_DN                   SET      35      0.19339    0.0083185      0.13632     0.078019 HUANG_FOXA2_TARGETS_DN
HUANG_FOXA2_TARGETS_UP                   SET      46    0.0098842   0.00048728      0.13989      0.47184 HUANG_FOXA2_TARGETS_UP
HUANG_GATA2_TARGETS_DN                   SET      72     0.096472     0.005946     0.093247      0.15044 HUANG_GATA2_TARGETS_DN
HUANG_GATA2_TARGETS_UP                   SET     145      0.07468    0.0065193     0.066153      0.12948 HUANG_GATA2_TARGETS_UP
HUI_MAPK14_TARGETS_UP                    SET      18      0.24364     0.007519      0.18699     0.096301 HUI_MAPK14_TARGETS_UP
HUMMEL_BURKITTS_LYMPHOMA_DN              SET      15      0.25158    0.0070882      0.20996      0.11543 HUMMEL_BURKITTS_LYMPHOMA_DN
HUMMEL_BURKITTS_LYMPHOMA_UP              SET      41     0.083607    0.0038918      0.14378      0.28046 HUMMEL_BURKITTS_LYMPHOMA_UP
HUMMERICH_BENIGN_SKIN_TUMOR_...1         SET      19     -0.16801    -0.005327      0.18286      0.82089 HUMMERICH_BENIGN_SKIN_TUMOR_DN
HUMMERICH_BENIGN_SKIN_TUMOR_...2         SET      16      0.13547     0.003942      0.19359      0.24203 HUMMERICH_BENIGN_SKIN_TUMOR_UP
HUMMERICH_MALIGNANT_SKIN_TUM...1         SET      20     -0.14442   -0.0046977      0.17165      0.79991 HUMMERICH_MALIGNANT_SKIN_TUMOR_DN
HUMMERICH_MALIGNANT_SKIN_TUM...2         SET      17     -0.25075   -0.0075207      0.19907      0.89609 HUMMERICH_MALIGNANT_SKIN_TUMOR_UP
HUMMERICH_SKIN_CANCER_PROGRE...1         SET      96    -0.048772   -0.0034689     0.082108      0.72374 HUMMERICH_SKIN_CANCER_PROGRESSION_DN
HUMMERICH_SKIN_CANCER_PROGRE...2         SET      83    -0.025206   -0.0016675     0.096829      0.60269 HUMMERICH_SKIN_CANCER_PROGRESSION_UP
HUNSBERGER_EXERCISE_REGULATE...          SET      27     -0.05884   -0.0022235      0.17534      0.63141 HUNSBERGER_EXERCISE_REGULATED_GENES
HUPER_BREAST_BASAL_VS_LUMINA...1         SET      56     0.034363    0.0018686       0.1227      0.38972 HUPER_BREAST_BASAL_VS_LUMINAL_DN
HUPER_BREAST_BASAL_VS_LUMINA...2         SET      54    -0.044319   -0.0023667      0.12283      0.64088 HUPER_BREAST_BASAL_VS_LUMINAL_UP
HUTTMANN_B_CLL_POOR_SURVIVAL...1         SET      56      0.33673     0.018311      0.11655    0.0019338 HUTTMANN_B_CLL_POOR_SURVIVAL_DN
HUTTMANN_B_CLL_POOR_SURVIVAL...2         SET     257     0.079252    0.0091831     0.052776     0.066601 HUTTMANN_B_CLL_POOR_SURVIVAL_UP
HU_ANGIOGENESIS_DN                       SET      36     0.033633    0.0014672      0.14593      0.40886 HU_ANGIOGENESIS_DN
HU_ANGIOGENESIS_UP                       SET      20     -0.23966   -0.0077958      0.19767      0.88731 HU_ANGIOGENESIS_UP
HU_GENOTOXIC_DAMAGE_24HR                 SET      33    -0.037605   -0.0015708      0.13032      0.61354 HU_GENOTOXIC_DAMAGE_24HR
HU_GENOTOXIC_DAMAGE_4HR                  SET      35    -0.042595   -0.0018322      0.12815       0.6302 HU_GENOTOXIC_DAMAGE_4HR
HU_GENOTOXIN_ACTION_DIRECT_V...1         SET      47      0.15104    0.0075264      0.12215      0.10814 HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR
HU_GENOTOXIN_ACTION_DIRECT_V...2         SET      37     0.046661    0.0020636       0.1443      0.37321 HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR
HWANG_PROSTATE_CANCER_MARKERS            SET      26     -0.14927   -0.0055353      0.15706      0.82904 HWANG_PROSTATE_CANCER_MARKERS
IBRAHIM_NRF1_DOWN                        SET     133      0.15362     0.012848       0.0695     0.013546 IBRAHIM_NRF1_DOWN
IBRAHIM_NRF1_UP                          SET     404    0.0010327   0.00014943     0.040219      0.48976 IBRAHIM_NRF1_UP
IBRAHIM_NRF2_DOWN                        SET     143      0.08039    0.0069696     0.064536      0.10645 IBRAHIM_NRF2_DOWN
IBRAHIM_NRF2_UP                          SET     506    -0.003411  -0.00055086     0.036545      0.53718 IBRAHIM_NRF2_UP
IBRAHIM_NRF3_DOWN                        SET      13       0.3752    0.0098416      0.20877     0.036161 IBRAHIM_NRF3_DOWN
IBRAHIM_NRF3_UP                          SET       5     -0.38552   -0.0062728      0.40346      0.83034 IBRAHIM_NRF3_UP
ICHIBA_GRAFT_VERSUS_HOST_DIS...1         SET      54     0.041948    0.0022402      0.11202      0.35402 ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN
ICHIBA_GRAFT_VERSUS_HOST_DIS...2         SET     130    -0.011636   -0.0009622     0.076239      0.56065 ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP
ICHIBA_GRAFT_VERSUS_HOST_DIS...3         SET      40      0.12659    0.0058205      0.13683      0.17745 ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_DN
ICHIBA_GRAFT_VERSUS_HOST_DIS...4         SET     109   -0.0030113  -0.00022814     0.085933      0.51398 ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP
IGARASHI_ATF4_TARGETS_DN                 SET      94    -0.037704   -0.0026538     0.089076      0.66395 IGARASHI_ATF4_TARGETS_DN
IGARASHI_ATF4_TARGETS_UP                 SET       4     -0.17239    -0.002509      0.49877      0.63519 IGARASHI_ATF4_TARGETS_UP
IGLESIAS_E2F_TARGETS_DN                  SET      13      0.02307   0.00060515      0.23521      0.46093 IGLESIAS_E2F_TARGETS_DN
IGLESIAS_E2F_TARGETS_UP                  SET     136     0.054592    0.0046166     0.073819      0.22979 IGLESIAS_E2F_TARGETS_UP
IIZUKA_LIVER_CANCER_EARLY_RE...          SET      11    -0.016936  -0.00040866      0.28207      0.52394 IIZUKA_LIVER_CANCER_EARLY_RECURRENCE
IIZUKA_LIVER_CANCER_PROGRESS...1         SET      24      0.14395     0.005129      0.16021      0.18445 IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN
IIZUKA_LIVER_CANCER_PROGRESS...2         SET      12      0.18829    0.0047453      0.25086      0.22646 IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP
IIZUKA_LIVER_CANCER_PROGRESS...3         SET       8     -0.45701   -0.0094051      0.32458      0.92042 IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN
IIZUKA_LIVER_CANCER_PROGRESS...4         SET      24     -0.30465    -0.010855      0.16028      0.97132 IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP
IIZUKA_LIVER_CANCER_PROGRESS...5         SET      16     -0.46772     -0.01361      0.20664      0.98819 IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN
IIZUKA_LIVER_CANCER_PROGRESS...6         SET      14     -0.31213   -0.0084962      0.23118      0.91151 IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP
IIZUKA_LIVER_CANCER_PROGRESS...7         SET       8       0.3402    0.0070013      0.27879      0.11118 IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN
IIZUKA_LIVER_CANCER_PROGRESS...8         SET      20     -0.13068    -0.004251      0.18127      0.76452 IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP
IKEDA_MIR133_TARGETS_DN                  SET       6      0.41033    0.0073136      0.40087      0.15302 IKEDA_MIR133_TARGETS_DN
IKEDA_MIR133_TARGETS_UP                  SET      41    -0.050817   -0.0023655       0.1271      0.65535 IKEDA_MIR133_TARGETS_UP
IKEDA_MIR1_TARGETS_DN                    SET       6     -0.41739   -0.0074393      0.40737      0.84721 IKEDA_MIR1_TARGETS_DN
IKEDA_MIR1_TARGETS_UP                    SET      53      0.11235    0.0059442        0.123      0.18051 IKEDA_MIR1_TARGETS_UP
IKEDA_MIR30_TARGETS_DN                   SET      24      0.35517     0.012655      0.19765     0.036178 IKEDA_MIR30_TARGETS_DN
IKEDA_MIR30_TARGETS_UP                   SET     111     0.060236     0.004605     0.087006      0.24437 IKEDA_MIR30_TARGETS_UP
IM_SREBF1A_TARGETS                       SET       5     -0.63182     -0.01028      0.34271      0.96737 IM_SREBF1A_TARGETS
INAMURA_LUNG_CANCER_SCC_DN               SET      13      0.26931    0.0070642      0.23576      0.12667 INAMURA_LUNG_CANCER_SCC_DN
INAMURA_LUNG_CANCER_SCC_SUBT...          SET      15      -0.1761   -0.0049615       0.2058      0.80391 INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP
INAMURA_LUNG_CANCER_SCC_UP               SET      13     0.034469   0.00090415      0.20825      0.43427 INAMURA_LUNG_CANCER_SCC_UP
INGA_TP53_TARGETS                        SET      16      0.15286    0.0044479       0.2253      0.24874 INGA_TP53_TARGETS
INGRAM_SHH_TARGETS_DN                    SET      59      0.19283     0.010762      0.11233     0.043034 INGRAM_SHH_TARGETS_DN
INGRAM_SHH_TARGETS_UP                    SET     120     0.002062   0.00016387     0.076895       0.4893 INGRAM_SHH_TARGETS_UP
IRITANI_MAD1_TARGETS_DN                  SET      43     0.031924    0.0015218      0.12267      0.39734 IRITANI_MAD1_TARGETS_DN
IRITANI_MAD1_TARGETS_UP                  SET      13      0.53826     0.014119      0.24639     0.014468 IRITANI_MAD1_TARGETS_UP
ISHIDA_E2F_TARGETS                       SET      51     0.074631    0.0038735      0.10944      0.24763 ISHIDA_E2F_TARGETS
ISHIDA_TARGETS_OF_SYT_SSX_FU...          SET       6     0.093501    0.0016665      0.30483      0.37953 ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS
ISHIKAWA_STING_SIGNALING                 SET       9      0.68345     0.014918      0.25471    0.0036485 ISHIKAWA_STING_SIGNALING
ISSAEVA_MLL2_TARGETS                     SET      53     0.031323    0.0016572      0.12341      0.39982 ISSAEVA_MLL2_TARGETS
ITO_PTTG1_TARGETS_DN                     SET       9     -0.38521   -0.0084081      0.24916      0.93894 ITO_PTTG1_TARGETS_DN
ITO_PTTG1_TARGETS_UP                     SET      12     -0.27668   -0.0069731      0.24882      0.86692 ITO_PTTG1_TARGETS_UP
IVANOVA_HEMATOPOIESIS_EARLY_...          SET     425     0.041605    0.0061714     0.040313      0.15103 IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR
IVANOVA_HEMATOPOIESIS_INTERM...          SET     128     0.082637    0.0067809     0.067617      0.11084 IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR
IVANOVA_HEMATOPOIESIS_LATE_P...          SET     477    -0.020162    -0.003164     0.036801      0.70811 IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR
IVANOVA_HEMATOPOIESIS_MATURE...          SET     278      0.05807    0.0069943     0.049972      0.12262 IVANOVA_HEMATOPOIESIS_MATURE_CELL
IVANOVA_HEMATOPOIESIS_STEM_C...1         SET     181    -0.024594   -0.0023964     0.064715      0.64804 IVANOVA_HEMATOPOIESIS_STEM_CELL
IVANOVA_HEMATOPOIESIS_STEM_C...2         SET     532    -0.024768   -0.0040985     0.036891        0.749 IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR
IVANOVA_HEMATOPOIESIS_STEM_C...3         SET     203      0.13453     0.013875     0.061629     0.014526 IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM
IVANOVA_HEMATOPOIESIS_STEM_C...4         SET      20      0.32355     0.010525      0.18651     0.041401 IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM
IVANOVSKA_MIR106B_TARGETS                SET      87     0.091524    0.0061984      0.08646      0.14491 IVANOVSKA_MIR106B_TARGETS
IVANOV_MUTATED_IN_COLON_CANC...          SET      12      0.27303     0.006881       0.1844     0.069358 IVANOV_MUTATED_IN_COLON_CANCER
IWANAGA_CARCINOGENESIS_BY_KR...1         SET     111    -0.028601   -0.0021865     0.079167      0.64105 IWANAGA_CARCINOGENESIS_BY_KRAS_DN
IWANAGA_CARCINOGENESIS_BY_KR...2         SET     335     0.075084    0.0099122     0.046285     0.052389 IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN
IWANAGA_CARCINOGENESIS_BY_KR...3         SET     175     -0.09619   -0.0092175     0.061033      0.94248 IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP
IWANAGA_CARCINOGENESIS_BY_KR...4         SET     165      0.11169     0.010395     0.068145     0.050615 IWANAGA_CARCINOGENESIS_BY_KRAS_UP
IWANAGA_E2F1_TARGETS_INDUCED...          SET      24     0.054779    0.0019518      0.17276      0.37559 IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM
IWANAGA_E2F1_TARGETS_NOT_IND...          SET       6     0.091522    0.0016312      0.35112      0.39718 IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM
IYENGAR_RESPONSE_TO_ADIPOCYT...          SET      10      0.11928    0.0027444      0.31837      0.35395 IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS
IZADPANAH_STEM_CELL_ADIPOSE_...1         SET     103     0.081385    0.0059947     0.087214      0.17537 IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN
IZADPANAH_STEM_CELL_ADIPOSE_...2         SET     120    -0.017165   -0.0013641     0.079655      0.58531 IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP
JAATINEN_HEMATOPOIETIC_STEM_...1         SET     219    -0.067731   -0.0072521     0.061163      0.86593 JAATINEN_HEMATOPOIETIC_STEM_CELL_DN
JAATINEN_HEMATOPOIETIC_STEM_...2         SET     287    -0.045681   -0.0055891     0.050711      0.81615 JAATINEN_HEMATOPOIETIC_STEM_CELL_UP
JACKSON_DNMT1_TARGETS_DN                 SET      20    -0.078352   -0.0025487       0.2002      0.65223 JACKSON_DNMT1_TARGETS_DN
JACKSON_DNMT1_TARGETS_UP                 SET      82     0.040869    0.0026875     0.086016      0.31735 JACKSON_DNMT1_TARGETS_UP
JAEGER_METASTASIS_DN                     SET     242    0.0067734    0.0007619     0.056339      0.45215 JAEGER_METASTASIS_DN
JAEGER_METASTASIS_UP                     SET      39      0.30512     0.013853      0.13542      0.01213 JAEGER_METASTASIS_UP
JAERVINEN_AMPLIFIED_IN_LARYN...          SET      39     -0.16212   -0.0073603      0.13542      0.88437 JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER
JAIN_NFKB_SIGNALING                      SET      72      0.14821    0.0091346     0.089674     0.049202 JAIN_NFKB_SIGNALING
JAZAERI_BREAST_CANCER_BRCA1_...1         SET      41    -0.043185   -0.0020102      0.13855      0.62236 JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN
JAZAERI_BREAST_CANCER_BRCA1_...2         SET      47     0.021645    0.0010786      0.10451      0.41796 JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP
JAZAG_TGFB1_SIGNALING_DN                 SET      32     0.069072    0.0028411      0.13158      0.29981 JAZAG_TGFB1_SIGNALING_DN
JAZAG_TGFB1_SIGNALING_UP                 SET      96     0.029087    0.0020688     0.080102      0.35826 JAZAG_TGFB1_SIGNALING_UP
JAZAG_TGFB1_SIGNALING_VIA_SM...1         SET      60     0.024059    0.0013541      0.10541      0.40973 JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN
JAZAG_TGFB1_SIGNALING_VIA_SM...2         SET     104     0.023533    0.0017417     0.082087      0.38718 JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP
JECHLINGER_EPITHELIAL_TO_MES...1         SET      60     0.004955   0.00027888      0.10727      0.48158 JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN
JECHLINGER_EPITHELIAL_TO_MES...2         SET      66    -0.013728  -0.00081021     0.099581      0.55482 JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP
JEON_SMAD6_TARGETS_DN                    SET      19      0.21654    0.0068656      0.19189      0.12958 JEON_SMAD6_TARGETS_DN
JEON_SMAD6_TARGETS_UP                    SET      24     -0.19265    -0.006864      0.19794      0.83478 JEON_SMAD6_TARGETS_UP
JEPSEN_SMRT_TARGETS                      SET      30     0.032315    0.0012871      0.14727      0.41316 JEPSEN_SMRT_TARGETS
JIANG_AGING_CEREBRAL_CORTEX_...1         SET      44      0.11441    0.0055168      0.12014      0.17046 JIANG_AGING_CEREBRAL_CORTEX_DN
JIANG_AGING_CEREBRAL_CORTEX_...2         SET      31    -0.033793   -0.0013682      0.14314      0.59332 JIANG_AGING_CEREBRAL_CORTEX_UP
JIANG_AGING_HYPOTHALAMUS_DN              SET      32      0.50728     0.020866      0.14251   0.00018627 JIANG_AGING_HYPOTHALAMUS_DN
JIANG_AGING_HYPOTHALAMUS_UP              SET      46   -0.0010095  -4.9766e-05      0.11071      0.50364 JIANG_AGING_HYPOTHALAMUS_UP
JIANG_CORE_DUPLICON_GENES                SET       5      0.12545    0.0020412      0.27777      0.32577 JIANG_CORE_DUPLICON_GENES
JIANG_HYPOXIA_CANCER                     SET      57    -0.055155   -0.0030259      0.10748      0.69608 JIANG_HYPOXIA_CANCER
JIANG_HYPOXIA_NORMAL                     SET     193    0.0075427   0.00075868     0.059267      0.44937 JIANG_HYPOXIA_NORMAL
JIANG_HYPOXIA_VIA_VHL                    SET      18    -0.030848  -0.00095202       0.1575      0.57764 JIANG_HYPOXIA_VIA_VHL
JIANG_TIP30_TARGETS_DN                   SET      22      0.40746       0.0139      0.18547     0.014019 JIANG_TIP30_TARGETS_DN
JIANG_TIP30_TARGETS_UP                   SET      44    -0.016831  -0.00081157      0.12815      0.55225 JIANG_TIP30_TARGETS_UP
JIANG_VHL_TARGETS                        SET      84    -0.098008   -0.0065226     0.084991      0.87557 JIANG_VHL_TARGETS
JINESH_BLEBBISHIELD_TO_IMMUN...1         SET     362     -0.10208    -0.013999     0.046244      0.98636 JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN
JINESH_BLEBBISHIELD_TO_IMMUN...2         SET     354     0.013323    0.0018072     0.046944      0.38828 JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP
JINESH_BLEBBISHIELD_TRANSFOR...1         SET     257     0.048834    0.0056585     0.052098       0.1743 JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN
JINESH_BLEBBISHIELD_TRANSFOR...2         SET     162    -0.051106   -0.0047136     0.071238      0.76343 JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP
JINESH_BLEBBISHIELD_VS_LIVE_...1         SET     253    -0.077149   -0.0088705     0.054485       0.9216 JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN
JINESH_BLEBBISHIELD_VS_LIVE_...2         SET     329     0.032522    0.0042555     0.045022      0.23504 JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP
JISON_SICKLE_CELL_DISEASE_DN             SET     168    -0.032978   -0.0030969     0.062288      0.70174 JISON_SICKLE_CELL_DISEASE_DN
JISON_SICKLE_CELL_DISEASE_UP             SET     171     0.057028    0.0054026     0.064438      0.18808 JISON_SICKLE_CELL_DISEASE_UP
JI_CARCINOGENESIS_BY_KRAS_AN...1         SET      16      0.19047    0.0055424      0.22892       0.2027 JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN
JI_CARCINOGENESIS_BY_KRAS_AN...2         SET      12     0.074788    0.0018848      0.21892      0.36632 JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP
JI_METASTASIS_REPRESSED_BY_S...          SET      25    -0.051416   -0.0018697      0.17924      0.61289 JI_METASTASIS_REPRESSED_BY_STK11
JI_RESPONSE_TO_FSH_DN                    SET      50     0.058772    0.0030204      0.11589      0.30604 JI_RESPONSE_TO_FSH_DN
JI_RESPONSE_TO_FSH_UP                    SET      64     0.026814    0.0015585      0.10461      0.39885 JI_RESPONSE_TO_FSH_UP
JOHANSSON_BRAIN_CANCER_EARLY...1         SET      43      0.10845    0.0051696      0.12839      0.19915 JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN
JOHANSSON_BRAIN_CANCER_EARLY...2         SET       7     -0.50705   -0.0097613      0.32087      0.94296 JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP
JOHANSSON_GLIOMAGENESIS_BY_P...1         SET      20      0.17272    0.0056185      0.17343      0.15966 JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN
JOHANSSON_GLIOMAGENESIS_BY_P...2         SET      55    -0.025665   -0.0013832      0.11065      0.59171 JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP
JOHNSTONE_PARVB_TARGETS_1_DN             SET      62     0.049936    0.0028568      0.11485      0.33185 JOHNSTONE_PARVB_TARGETS_1_DN
JOHNSTONE_PARVB_TARGETS_1_UP             SET       6     -0.61086    -0.010888      0.37264      0.94941 JOHNSTONE_PARVB_TARGETS_1_UP
JOHNSTONE_PARVB_TARGETS_2_DN             SET     328    -0.043866   -0.0057312     0.046955      0.82489 JOHNSTONE_PARVB_TARGETS_2_DN
JOHNSTONE_PARVB_TARGETS_2_UP             SET     131      0.17418     0.014458     0.071178    0.0072045 JOHNSTONE_PARVB_TARGETS_2_UP
JOHNSTONE_PARVB_TARGETS_3_DN             SET     805   -0.0058471   -0.0011813     0.029176      0.57942 JOHNSTONE_PARVB_TARGETS_3_DN
JOHNSTONE_PARVB_TARGETS_3_UP             SET     408     0.078823     0.011461     0.043148     0.033871 JOHNSTONE_PARVB_TARGETS_3_UP
JONES_TCOF1_TARGETS                      SET       5    -0.079421   -0.0012923      0.44849      0.57028 JONES_TCOF1_TARGETS
JOSEPH_RESPONSE_TO_SODIUM_BU...1         SET      59     0.057292    0.0031976       0.1105      0.30207 JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN
JOSEPH_RESPONSE_TO_SODIUM_BU...2         SET      27      0.14594    0.0055147      0.17601      0.20352 JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP
JU_AGING_TERC_TARGETS_UP                 SET       6    -0.020585   -0.0003669      0.41614      0.51973 JU_AGING_TERC_TARGETS_UP
KAAB_FAILED_HEART_ATRIUM_DN              SET     136      0.12189     0.010307     0.068821     0.038285 KAAB_FAILED_HEART_ATRIUM_DN
KAAB_FAILED_HEART_ATRIUM_UP              SET      32     -0.39254    -0.016146      0.14986      0.99559 KAAB_FAILED_HEART_ATRIUM_UP
KAAB_FAILED_HEART_VENTRICLE_...          SET      39     0.057092    0.0025921      0.14335      0.34522 KAAB_FAILED_HEART_VENTRICLE_DN
KAAB_HEART_ATRIUM_VS_VENTRIC...1         SET     249     -0.18074    -0.020619      0.05408      0.99958 KAAB_HEART_ATRIUM_VS_VENTRICLE_DN
KAAB_HEART_ATRIUM_VS_VENTRIC...2         SET     236     0.029895    0.0033213      0.05518      0.29399 KAAB_HEART_ATRIUM_VS_VENTRICLE_UP
