# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_MATERNAL_PROCESS_INVOLV...2         SET       5     -0.29651   -0.0048246        0.393      0.77471 GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION
GOBP_MATURATION_OF_5_8S_RRNA             SET      34      0.12863    0.0054535      0.15613      0.20501 GOBP_MATURATION_OF_5_8S_RRNA
GOBP_MATURATION_OF_5_8S_RRNA...          SET      24      0.11528    0.0041076       0.1792      0.26001 GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURATION_OF_LSU_RRNA              SET      19     -0.19835   -0.0062891      0.20968      0.82792 GOBP_MATURATION_OF_LSU_RRNA
GOBP_MATURATION_OF_LSU_RRNA_...          SET      13     -0.20806   -0.0054574      0.24569      0.80145 GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURATION_OF_SSU_RRNA              SET      51     0.073503     0.003815      0.11826      0.26712 GOBP_MATURATION_OF_SSU_RRNA
GOBP_MATURATION_OF_SSU_RRNA_...          SET      36     0.038785    0.0016919      0.13918      0.39025 GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURE_B_CELL_DIFFERENT...1         SET      35    -0.033404   -0.0014369      0.15605      0.58475 GOBP_MATURE_B_CELL_DIFFERENTIATION
GOBP_MATURE_B_CELL_DIFFERENT...2         SET      30    -0.015383  -0.00061268      0.16671      0.53676 GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MATURE_CONVENTIONAL_DEN...          SET       5     -0.23082   -0.0037557      0.47266      0.68735 GOBP_MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION
GOBP_MDA_5_SIGNALING_PATHWAY             SET      11      0.50852     0.012271      0.22805     0.012885 GOBP_MDA_5_SIGNALING_PATHWAY
GOBP_MECHANORECEPTOR_DIFFERE...          SET      66     -0.11643   -0.0068719       0.1133      0.84793 GOBP_MECHANORECEPTOR_DIFFERENTIATION
GOBP_MECHANOSENSORY_BEHAVIOR             SET      14      0.31401    0.0085475      0.28107      0.13196 GOBP_MECHANOSENSORY_BEHAVIOR
GOBP_MEDIUM_CHAIN_FATTY_ACID...1         SET       6     0.078267     0.001395      0.37069      0.41639 GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACID...2         SET       5      0.31473    0.0051209      0.36287      0.19289 GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACID...3         SET      15      0.11582    0.0032632      0.21486      0.29493 GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACYL...          SET       6     -0.38511    -0.006864      0.38809      0.83948 GOBP_MEDIUM_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS
GOBP_MEGAKARYOCYTE_DEVELOPME...          SET      22      0.06114    0.0020858      0.20267      0.38145 GOBP_MEGAKARYOCYTE_DEVELOPMENT
GOBP_MEGAKARYOCYTE_DIFFERENT...          SET      52      0.23631     0.012384      0.12977     0.034316 GOBP_MEGAKARYOCYTE_DIFFERENTIATION
GOBP_MEIOSIS_II_CELL_CYCLE_P...          SET      13      0.22552    0.0059155      0.22115      0.15393 GOBP_MEIOSIS_II_CELL_CYCLE_PROCESS
GOBP_MEIOSIS_I_CELL_CYCLE_PR...          SET     130    -0.096692   -0.0079956     0.073502      0.90582 GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS
GOBP_MEIOTIC_CELL_CYCLE                  SET     270     0.023503    0.0027904     0.051119      0.32284 GOBP_MEIOTIC_CELL_CYCLE
GOBP_MEIOTIC_CELL_CYCLE_CHEC...          SET       8    -0.059345   -0.0012213      0.33698       0.5699 GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING
GOBP_MEIOTIC_CELL_CYCLE_PHAS...          SET      11   -0.0082461  -0.00019898       0.2319      0.51418 GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION
GOBP_MEIOTIC_CELL_CYCLE_PROC...1         SET     208     0.018636    0.0019452     0.057907      0.37379 GOBP_MEIOTIC_CELL_CYCLE_PROCESS
GOBP_MEIOTIC_CELL_CYCLE_PROC...2         SET       6      0.49637     0.008847       0.3301     0.066343 GOBP_MEIOTIC_CELL_CYCLE_PROCESS_INVOLVED_IN_OOCYTE_MATURATION
GOBP_MEIOTIC_CHROMOSOME_COND...          SET       6      0.56412     0.010055      0.32806     0.042768 GOBP_MEIOTIC_CHROMOSOME_CONDENSATION
GOBP_MEIOTIC_CHROMOSOME_SEGR...          SET     104    -0.068943   -0.0051026     0.083929       0.7943 GOBP_MEIOTIC_CHROMOSOME_SEGREGATION
GOBP_MEIOTIC_CHROMOSOME_SEPA...          SET       8    -0.012916  -0.00026581      0.30359      0.51697 GOBP_MEIOTIC_CHROMOSOME_SEPARATION
GOBP_MEIOTIC_CYTOKINESIS                 SET       8      0.18254    0.0037566      0.27255      0.25152 GOBP_MEIOTIC_CYTOKINESIS
GOBP_MEIOTIC_DNA_DOUBLE_STRA...          SET       7     -0.24355   -0.0046887       0.3284      0.77084 GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION
GOBP_MEIOTIC_SPINDLE_ASSEMBLY            SET       8     -0.11481   -0.0023628      0.26687      0.66648 GOBP_MEIOTIC_SPINDLE_ASSEMBLY
GOBP_MEIOTIC_SPINDLE_ORGANIZ...          SET      14     -0.18101   -0.0049272      0.19753      0.82027 GOBP_MEIOTIC_SPINDLE_ORGANIZATION
GOBP_MEIOTIC_TELOMERE_CLUSTE...          SET       9      0.02985   0.00065155       0.3435      0.46538 GOBP_MEIOTIC_TELOMERE_CLUSTERING
GOBP_MELANOCYTE_DIFFERENTIAT...          SET      24       0.4421     0.015752      0.20057     0.013759 GOBP_MELANOCYTE_DIFFERENTIATION
GOBP_MELANOCYTE_PROLIFERATION            SET       5     0.056607   0.00092106      0.44174      0.44902 GOBP_MELANOCYTE_PROLIFERATION
GOBP_MELANOSOME_ASSEMBLY                 SET      18      -0.1388   -0.0042835      0.20134      0.75471 GOBP_MELANOSOME_ASSEMBLY
GOBP_MEMBRANE_BIOGENESIS                 SET      58     -0.11421   -0.0063204      0.11659      0.83636 GOBP_MEMBRANE_BIOGENESIS
GOBP_MEMBRANE_DEPOLARIZATION             SET      69      0.14119    0.0085198       0.1179      0.11555 GOBP_MEMBRANE_DEPOLARIZATION
GOBP_MEMBRANE_DEPOLARIZATION...1         SET      24     0.096167    0.0034264       0.2076       0.3216 GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL
GOBP_MEMBRANE_DEPOLARIZATION...2         SET       5       1.0058     0.016365      0.48199     0.018461 GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_DEPOLARIZATION...3         SET       5      0.14527    0.0023637      0.49059      0.38358 GOBP_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_DISASSEMBLY                SET      11      0.41219    0.0099461      0.30307     0.086917 GOBP_MEMBRANE_DISASSEMBLY
GOBP_MEMBRANE_DOCKING                    SET      89     0.035105    0.0024045     0.093912      0.35428 GOBP_MEMBRANE_DOCKING
GOBP_MEMBRANE_FISSION                    SET      43     -0.28924    -0.013788      0.13489      0.98399 GOBP_MEMBRANE_FISSION
GOBP_MEMBRANE_FUSION                     SET     169    -0.058361   -0.0054967       0.0686      0.80254 GOBP_MEMBRANE_FUSION
GOBP_MEMBRANE_FUSION_INVOLVE...          SET       5      0.49277    0.0080179      0.45523      0.13953 GOBP_MEMBRANE_FUSION_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL
GOBP_MEMBRANE_HYPERPOLARIZAT...          SET       9      0.24142    0.0052697      0.32105      0.22604 GOBP_MEMBRANE_HYPERPOLARIZATION
GOBP_MEMBRANE_INVAGINATION               SET      63      0.10178    0.0058692      0.11673      0.19165 GOBP_MEMBRANE_INVAGINATION
GOBP_MEMBRANE_LIPID_BIOSYNTH...          SET     145   -0.0024398  -0.00021299     0.075139      0.51295 GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS
GOBP_MEMBRANE_LIPID_CATABOLI...          SET      35     0.005416   0.00023297      0.14456      0.48506 GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS
GOBP_MEMBRANE_LIPID_METABOLI...          SET     200    -0.030366   -0.0031087     0.064893      0.68008 GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS
GOBP_MEMBRANE_ORGANIZATION               SET     756    -0.018632   -0.0036528     0.032504      0.71675 GOBP_MEMBRANE_ORGANIZATION
GOBP_MEMBRANE_PROTEIN_ECTODO...          SET      44      0.25677     0.012381       0.1329     0.026683 GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
GOBP_MEMBRANE_PROTEIN_INTRAC...          SET      12      0.11056    0.0027865      0.22978       0.3152 GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS
GOBP_MEMBRANE_PROTEIN_PROTEO...          SET      55       0.2511     0.013533      0.12096     0.018955 GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS
GOBP_MEMBRANE_RAFT_ASSEMBLY              SET       9      0.35285    0.0077018      0.31627      0.13229 GOBP_MEMBRANE_RAFT_ASSEMBLY
GOBP_MEMBRANE_RAFT_LOCALIZAT...          SET       8     -0.39119   -0.0080506      0.35779      0.86287 GOBP_MEMBRANE_RAFT_LOCALIZATION
GOBP_MEMBRANE_RAFT_ORGANIZAT...          SET      24     0.029543    0.0010526       0.2057       0.4429 GOBP_MEMBRANE_RAFT_ORGANIZATION
GOBP_MEMBRANE_REPOLARIZATION             SET      43      0.33831     0.016126      0.14783     0.011063 GOBP_MEMBRANE_REPOLARIZATION
GOBP_MEMBRANE_REPOLARIZATION...1         SET      25      0.39349     0.014309      0.19168     0.020049 GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL
GOBP_MEMBRANE_REPOLARIZATION...2         SET       5      0.61341    0.0099808      0.46908     0.095496 GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_REPOLARIZATION...3         SET      20      0.40853     0.013289      0.21321     0.027685 GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_REPOLARIZATION...4         SET      13      0.29105    0.0076344      0.28706      0.15532 GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_TO_MEMBRANE_DO...          SET       4      0.23033    0.0033522      0.48356      0.31692 GOBP_MEMBRANE_TO_MEMBRANE_DOCKING
GOBP_MEMBRANOUS_SEPTUM_MORPH...          SET       7    -0.023454  -0.00045151       0.3917      0.52387 GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS
GOBP_MEMORY                              SET     120     0.087383    0.0069442     0.087185      0.15811 GOBP_MEMORY
GOBP_MESANGIAL_CELL_DEVELOPM...          SET       5     -0.13219   -0.0021508      0.40205      0.62884 GOBP_MESANGIAL_CELL_DEVELOPMENT
GOBP_MESANGIAL_CELL_DIFFEREN...          SET       6     0.034666   0.00061787      0.37655      0.46333 GOBP_MESANGIAL_CELL_DIFFERENTIATION
GOBP_MESENCHYMAL_CELL_APOPTO...          SET      13      0.60494     0.015868      0.27901     0.015081 GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS
GOBP_MESENCHYMAL_CELL_DEVELO...          SET       6      0.97428     0.017365      0.42671     0.011215 GOBP_MESENCHYMAL_CELL_DEVELOPMENT
GOBP_MESENCHYMAL_CELL_DIFFER...1         SET     236      0.13634     0.015148     0.062614     0.014727 GOBP_MESENCHYMAL_CELL_DIFFERENTIATION
GOBP_MESENCHYMAL_CELL_DIFFER...2         SET       7      0.41426    0.0079749      0.38362      0.14011 GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT
GOBP_MESENCHYMAL_CELL_MIGRAT...          SET      59      0.38592     0.021539      0.13133    0.0016506 GOBP_MESENCHYMAL_CELL_MIGRATION
GOBP_MESENCHYMAL_CELL_PROLIF...1         SET      42     0.062078    0.0029246      0.15863      0.34778 GOBP_MESENCHYMAL_CELL_PROLIFERATION
GOBP_MESENCHYMAL_CELL_PROLIF...2         SET       6     -0.23707   -0.0042255      0.44642      0.70231 GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT
GOBP_MESENCHYMAL_EPITHELIAL_...          SET       7     0.061128    0.0011768      0.38162      0.43637 GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING
GOBP_MESENCHYMAL_STEM_CELL_D...          SET      11     0.077232    0.0018636      0.28092      0.39169 GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION
GOBP_MESENCHYMAL_STEM_CELL_M...          SET       5     -0.28979   -0.0047152      0.48211      0.72611 GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS
GOBP_MESENCHYMAL_STEM_CELL_P...          SET       5     -0.67547    -0.010991      0.40337      0.95298 GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION
GOBP_MESENCHYMAL_TO_EPITHELI...1         SET      19      0.20353    0.0064532       0.2427      0.20085 GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION
GOBP_MESENCHYMAL_TO_EPITHELI...2         SET      12     -0.27627   -0.0069625      0.30935      0.81408 GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS
GOBP_MESENCHYME_DEVELOPMENT              SET     291      0.11244     0.013851      0.05648      0.02326 GOBP_MESENCHYME_DEVELOPMENT
GOBP_MESENCHYME_MIGRATION                SET       5    -0.092218   -0.0015005      0.42068      0.58676 GOBP_MESENCHYME_MIGRATION
GOBP_MESENCHYME_MORPHOGENESIS            SET      58      0.28284     0.015652      0.13171     0.015887 GOBP_MESENCHYME_MORPHOGENESIS
GOBP_MESENDODERM_DEVELOPMENT             SET       6      0.48129    0.0085782      0.39368      0.11076 GOBP_MESENDODERM_DEVELOPMENT
GOBP_MESODERMAL_CELL_DIFFERE...          SET      31     0.019978   0.00080883      0.16363      0.45141 GOBP_MESODERMAL_CELL_DIFFERENTIATION
GOBP_MESODERMAL_CELL_FATE_CO...          SET      17     -0.10876   -0.0032621      0.23031      0.68162 GOBP_MESODERMAL_CELL_FATE_COMMITMENT
GOBP_MESODERMAL_CELL_FATE_SP...          SET      13     -0.22533   -0.0059106      0.25399       0.8125 GOBP_MESODERMAL_CELL_FATE_SPECIFICATION
GOBP_MESODERMAL_CELL_MIGRATI...          SET       4     -0.24538   -0.0035712      0.46947       0.6994 GOBP_MESODERMAL_CELL_MIGRATION
GOBP_MESODERM_DEVELOPMENT                SET     115      0.12175    0.0094727     0.087646     0.082409 GOBP_MESODERM_DEVELOPMENT
GOBP_MESODERM_MORPHOGENESIS              SET      67      0.19819     0.011785      0.11673     0.044773 GOBP_MESODERM_MORPHOGENESIS
GOBP_MESONEPHRIC_DUCT_DEVELO...          SET       6      -0.1599     -0.00285      0.37162       0.6665 GOBP_MESONEPHRIC_DUCT_DEVELOPMENT
GOBP_MESONEPHRIC_TUBULE_FORM...          SET       8     -0.31675   -0.0065187      0.30655      0.84925 GOBP_MESONEPHRIC_TUBULE_FORMATION
GOBP_MESONEPHRIC_TUBULE_MORP...          SET      59    -0.045742    -0.002553      0.13025      0.63728 GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS
GOBP_MESONEPHROS_DEVELOPMENT             SET      93     0.059866    0.0041912      0.10397      0.28238 GOBP_MESONEPHROS_DEVELOPMENT
GOBP_METANEPHRIC_COLLECTING_...          SET      11     -0.10257   -0.0024749      0.29756      0.63483 GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT
GOBP_METANEPHRIC_DISTAL_TUBU...          SET       7     0.040543    0.0007805       0.3514      0.45407 GOBP_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT
GOBP_METANEPHRIC_EPITHELIUM_...          SET      27      0.12607     0.004764       0.1907      0.25428 GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT
GOBP_METANEPHRIC_GLOMERULAR_...          SET       5      0.46935    0.0076368      0.48452      0.16636 GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT
GOBP_METANEPHRIC_GLOMERULUS_...1         SET      15      0.56855     0.016019      0.27092     0.017935 GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT
GOBP_METANEPHRIC_GLOMERULUS_...2         SET       9      0.52369     0.011431      0.38042     0.084325 GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT
GOBP_METANEPHRIC_LOOP_OF_HEN...          SET       6     -0.26135   -0.0046582      0.40911      0.73853 GOBP_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT
GOBP_METANEPHRIC_MESENCHYMAL...          SET       5      0.63463     0.010326      0.43989     0.074562 GOBP_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION
GOBP_METANEPHRIC_MESENCHYME_...          SET      15      0.60002     0.016905      0.25814     0.010059 GOBP_METANEPHRIC_MESENCHYME_DEVELOPMENT
GOBP_METANEPHRIC_NEPHRON_DEV...          SET      39      0.12358    0.0056109       0.1644      0.22612 GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT
GOBP_METANEPHRIC_NEPHRON_EPI...          SET      23      0.16575    0.0057817      0.20921      0.21411 GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT
GOBP_METANEPHRIC_NEPHRON_MOR...          SET      24    -0.093198   -0.0033206       0.2066      0.67404 GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS
GOBP_METANEPHRIC_NEPHRON_TUB...1         SET       6      0.13604    0.0024248      0.42995      0.37584 GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION
GOBP_METANEPHRIC_NEPHRON_TUB...2         SET       8     0.080399    0.0016546      0.33603      0.40545 GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS
GOBP_METANEPHRIC_PART_OF_URE...          SET       5      0.98746     0.016067      0.44875     0.013894 GOBP_METANEPHRIC_PART_OF_URETERIC_BUD_DEVELOPMENT
GOBP_METANEPHRIC_RENAL_VESIC...          SET      14     -0.31939   -0.0086938      0.28745      0.86673 GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS
GOBP_METANEPHRIC_S_SHAPED_BO...          SET       5         1.06     0.017247      0.47287     0.012498 GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS
GOBP_METANEPHRIC_TUBULE_FORM...          SET       6       0.3124    0.0055682      0.40953      0.22278 GOBP_METANEPHRIC_TUBULE_FORMATION
GOBP_METANEPHRIC_TUBULE_MORP...          SET      11    -0.047188   -0.0011386      0.28044      0.56681 GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS
GOBP_METANEPHROS_DEVELOPMENT             SET      86      0.17617     0.011863      0.11013     0.054839 GOBP_METANEPHROS_DEVELOPMENT
GOBP_METANEPHROS_MORPHOGENES...          SET      30     0.068799    0.0027402      0.18566      0.35548 GOBP_METANEPHROS_MORPHOGENESIS
GOBP_METAPHASE_PLATE_CONGRES...          SET      74     0.037692    0.0023551     0.099107      0.35186 GOBP_METAPHASE_PLATE_CONGRESSION
GOBP_METENCEPHALON_DEVELOPME...          SET     104      0.11072    0.0081944     0.086595      0.10053 GOBP_METENCEPHALON_DEVELOPMENT
GOBP_METHIONINE_BIOSYNTHETIC...          SET      12      0.24528    0.0061817      0.26885       0.1808 GOBP_METHIONINE_BIOSYNTHETIC_PROCESS
GOBP_METHIONINE_METABOLIC_PR...          SET      15   -0.0090524  -0.00025505      0.22679      0.51592 GOBP_METHIONINE_METABOLIC_PROCESS
GOBP_METHYLATION                         SET     333    -0.050083   -0.0065923     0.047659      0.85333 GOBP_METHYLATION
GOBP_METHYLGLYOXAL_METABOLIC...          SET       6     -0.51948   -0.0092589      0.27983      0.96829 GOBP_METHYLGLYOXAL_METABOLIC_PROCESS
GOBP_METHYLGUANOSINE_CAP_DEC...          SET      14      -0.1688   -0.0045947      0.19683      0.80444 GOBP_METHYLGUANOSINE_CAP_DECAPPING
GOBP_MHC_CLASS_II_BIOSYNTHET...          SET      20    -0.036524   -0.0011881       0.1886      0.57678 GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS
GOBP_MHC_CLASS_I_BIOSYNTHETI...          SET       8      0.13656    0.0028103      0.37863      0.35918 GOBP_MHC_CLASS_I_BIOSYNTHETIC_PROCESS
GOBP_MICROGLIAL_CELL_ACTIVAT...          SET       5     -0.50961   -0.0082919      0.44516      0.87384 GOBP_MICROGLIAL_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MICROGLIAL_CELL_MEDIATE...          SET       5     -0.41045   -0.0066784      0.43568      0.82692 GOBP_MICROGLIAL_CELL_MEDIATED_CYTOTOXICITY
GOBP_MICROGLIAL_CELL_MIGRATI...          SET       7    -0.002452  -4.7203e-05      0.36488      0.50268 GOBP_MICROGLIAL_CELL_MIGRATION
GOBP_MICROGLIAL_CELL_PROLIFE...          SET       8        0.624     0.012842      0.35039     0.037477 GOBP_MICROGLIAL_CELL_PROLIFERATION
GOBP_MICROGLIA_DIFFERENTIATI...          SET       8      0.30321    0.0062401      0.33983      0.18614 GOBP_MICROGLIA_DIFFERENTIATION
GOBP_MICROTUBULE_ANCHORING               SET      23      0.27303    0.0095235      0.19566     0.081451 GOBP_MICROTUBULE_ANCHORING
GOBP_MICROTUBULE_ANCHORING_A...          SET      13      0.19839    0.0052039      0.24032      0.20455 GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER
GOBP_MICROTUBULE_BASED_MOVEM...          SET     397     0.058324    0.0083678     0.044099     0.093001 GOBP_MICROTUBULE_BASED_MOVEMENT
GOBP_MICROTUBULE_BASED_PROCE...          SET     887     0.058435     0.012364      0.02988     0.025262 GOBP_MICROTUBULE_BASED_PROCESS
GOBP_MICROTUBULE_BASED_PROTE...          SET      14      0.30094    0.0081917      0.21978     0.085459 GOBP_MICROTUBULE_BASED_PROTEIN_TRANSPORT
GOBP_MICROTUBULE_BASED_TRANS...          SET     201     0.021551    0.0022117     0.061128      0.36221 GOBP_MICROTUBULE_BASED_TRANSPORT
GOBP_MICROTUBULE_BUNDLE_FORM...          SET     118     0.053988    0.0042546     0.079149      0.24759 GOBP_MICROTUBULE_BUNDLE_FORMATION
GOBP_MICROTUBULE_CYTOSKELETO...1         SET     616     0.059809     0.010625     0.035403     0.045583 GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION
GOBP_MICROTUBULE_CYTOSKELETO...2         SET     155     0.082227    0.0074196     0.070087      0.12036 GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS
GOBP_MICROTUBULE_DEPOLYMERIZ...          SET      42      0.24116     0.011362      0.13267     0.034558 GOBP_MICROTUBULE_DEPOLYMERIZATION
GOBP_MICROTUBULE_NUCLEATION              SET      35     0.010058   0.00043265      0.13627      0.47058 GOBP_MICROTUBULE_NUCLEATION
GOBP_MICROTUBULE_NUCLEATION_...          SET       5     -0.15895   -0.0025863      0.42807       0.6448 GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER
GOBP_MICROTUBULE_ORGANIZING_...1         SET      32      0.16661     0.006853      0.15878      0.14703 GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION
GOBP_MICROTUBULE_ORGANIZING_...2         SET     147     0.032606    0.0028658     0.070107      0.32094 GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION
GOBP_MICROTUBULE_POLYMERIZAT...1         SET      83      0.20557       0.0136     0.090479     0.011548 GOBP_MICROTUBULE_POLYMERIZATION
GOBP_MICROTUBULE_POLYMERIZAT...2         SET     120       0.1842     0.014638     0.075402    0.0072898 GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION
