# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_TERMINATION_OF_TRAN...          SET      32      0.15027     0.006181      0.15365      0.16405 REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS
REACTOME_TETRAHYDROBIOPTERIN...          SET      10      0.45572     0.010485      0.30884      0.07004 REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION
REACTOME_TFAP2A_ACTS_AS_A_TR...          SET       5     0.080879     0.001316      0.49028      0.43449 REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION
REACTOME_TFAP2_AP_2_FAMILY_R...1         SET       5      0.77563      0.01262      0.47908     0.052733 REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS
REACTOME_TFAP2_AP_2_FAMILY_R...2         SET      15      0.13499    0.0038033      0.23167      0.28005 REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS
REACTOME_TGF_BETA_RECEPTOR_S...1         SET      46      0.15405    0.0075944      0.13667      0.12985 REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS
REACTOME_TGF_BETA_RECEPTOR_S...2         SET      16      0.45641     0.013281      0.23827      0.02772 REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
REACTOME_THE_ACTIVATION_OF_A...          SET       8    -0.036229  -0.00074559      0.30377      0.54747 REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES
REACTOME_THE_CANONICAL_RETIN...          SET      22      0.15797    0.0053891      0.21097        0.227 REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION
REACTOME_THE_CITRIC_ACID_TCA...          SET     156     0.043908    0.0039746     0.066605      0.25487 REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_THE_FATTY_ACID_CYCL...          SET       4       0.4333     0.006306      0.47453       0.1806 REACTOME_THE_FATTY_ACID_CYCLING_MODEL
REACTOME_THE_NLRP3_INFLAMMAS...          SET      14     -0.15208   -0.0041395       0.2545      0.72492 REACTOME_THE_NLRP3_INFLAMMASOME
REACTOME_THE_PHOTOTRANSDUCTI...          SET      32    -0.057282   -0.0023562      0.15708      0.64232 REACTOME_THE_PHOTOTRANSDUCTION_CASCADE
REACTOME_THE_RETINOID_CYCLE_...          SET       3      -0.5039   -0.0063512      0.51559      0.83579 REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION
REACTOME_THE_ROLE_OF_GTSE1_I...          SET      73     -0.14792   -0.0091801      0.10946      0.91171 REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT
REACTOME_THE_ROLE_OF_NEF_IN_...          SET      27      0.10074    0.0038067      0.16712      0.27333 REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS
REACTOME_THROMBIN_SIGNALLING...          SET      32     0.022973   0.00094495      0.15177      0.43984 REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS
REACTOME_THROMBOXANE_SIGNALL...          SET      24     0.068947    0.0024566      0.16803      0.34079 REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR
REACTOME_THYROXINE_BIOSYNTHE...          SET       9     -0.13823   -0.0030172      0.31554      0.66933 REACTOME_THYROXINE_BIOSYNTHESIS
REACTOME_TICAM1_DEPENDENT_AC...          SET      11      0.18149    0.0043794      0.25171      0.23545 REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7
REACTOME_TICAM1_RIP1_MEDIATE...          SET      18      0.33612     0.010373      0.21907     0.062485 REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT
REACTOME_TICAM1_TRAF6_DEPEND...          SET      10     -0.18753   -0.0043147      0.27076      0.75572 REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX
REACTOME_TIE2_SIGNALING                  SET      18      0.27269    0.0084155      0.21218      0.09938 REACTOME_TIE2_SIGNALING
REACTOME_TIGHT_JUNCTION_INTE...          SET      29    -0.053043   -0.0020772      0.18215      0.61455 REACTOME_TIGHT_JUNCTION_INTERACTIONS
REACTOME_TLR3_MEDIATED_TICAM...          SET       6     -0.14779   -0.0026341      0.37978      0.65141 REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH
REACTOME_TNFR1_INDUCED_NFKAP...          SET      29      -0.1679   -0.0065752      0.15199      0.86534 REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY
REACTOME_TNFR1_INDUCED_PROAP...          SET      21     -0.30286    -0.010095      0.18485      0.94932 REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING
REACTOME_TNFR1_MEDIATED_CERA...          SET       6    -0.034646  -0.00061752       0.2877      0.54793 REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION
REACTOME_TNFR2_NON_CANONICAL...          SET      94     -0.22891    -0.016112     0.095289      0.99185 REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY
REACTOME_TNFS_BIND_THEIR_PHY...          SET      27     -0.37591    -0.014205       0.1833      0.97985 REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS
REACTOME_TNF_RECEPTOR_SUPERF...          SET      15     -0.23593   -0.0066474      0.23589      0.84138 REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY
REACTOME_TNF_SIGNALING                   SET      51    -0.059544   -0.0030905      0.11089      0.70435 REACTOME_TNF_SIGNALING
REACTOME_TOLL_LIKE_RECEPTOR_...1         SET      99      0.10611    0.0076635     0.084922      0.10575 REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE
REACTOME_TOLL_LIKE_RECEPTOR_...2         SET     156       0.1001    0.0090611     0.071144     0.079722 REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
REACTOME_TOLL_LIKE_RECEPTOR_...3         SET     108     0.098776    0.0074492      0.08348      0.11837 REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE
REACTOME_TOXICITY_OF_BOTULIN...          SET       5      0.57191    0.0093056      0.43497     0.094294 REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD
REACTOME_TP53_REGULATES_META...          SET      78     0.021387    0.0013718     0.099437      0.41486 REACTOME_TP53_REGULATES_METABOLIC_GENES
REACTOME_TP53_REGULATES_TRAN...1         SET      21     -0.13039    -0.004346       0.1867      0.75753 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN
REACTOME_TP53_REGULATES_TRAN...2         SET      12    -0.043203   -0.0010888      0.22973      0.57458 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
REACTOME_TP53_REGULATES_TRAN...3         SET      49    -0.057782   -0.0029398      0.12916      0.67269 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES
REACTOME_TP53_REGULATES_TRAN...4         SET      43    -0.037717   -0.0017979      0.14073      0.60565 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
REACTOME_TP53_REGULATES_TRAN...5         SET      12     0.086358    0.0021764      0.29241      0.38387 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS
REACTOME_TP53_REGULATES_TRAN...6         SET      61     -0.12741   -0.0072301      0.10977      0.87711 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES
REACTOME_TP53_REGULATES_TRAN...7         SET      20     0.070918    0.0023069      0.22286      0.37516 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
REACTOME_TP53_REGULATES_TRAN...8         SET      14      0.19441    0.0052919      0.24489      0.21364 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST
REACTOME_TP53_REGULATES_TRAN...9         SET      18     0.022943   0.00070805      0.21924      0.45833 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST
REACTOME_TP53_REGULATES_TRAN...10        SET      13    -0.017209  -0.00045139      0.25864      0.52652 REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
REACTOME_TRAF3_DEPENDENT_IRF...          SET      14      0.24415    0.0066459      0.23411       0.1485 REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY
REACTOME_TRAF6_MEDIATED_INDU...          SET      15     -0.16688   -0.0047017      0.21866      0.77731 REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX
REACTOME_TRAF6_MEDIATED_IRF7...1         SET      28      0.28089     0.010809      0.18707     0.066614 REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION
REACTOME_TRAF6_MEDIATED_IRF7...2         SET      11      0.45558     0.010993      0.27083     0.046276 REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING
REACTOME_TRAF6_MEDIATED_NF_K...          SET      24      0.23939    0.0085296      0.16522     0.073686 REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION
REACTOME_TRAFFICKING_AND_PRO...          SET      11      -0.1774   -0.0042807      0.26808      0.74593 REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR
REACTOME_TRAFFICKING_OF_AMPA...          SET      28    -0.032753   -0.0012604      0.16243       0.5799 REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS
REACTOME_TRAFFICKING_OF_GLUR...          SET      14     -0.25612   -0.0069715      0.23431      0.86281 REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS
REACTOME_TRAFFICKING_OF_MYRI...          SET       4      0.10472     0.001524      0.38114      0.39176 REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM
REACTOME_TRAIL_SIGNALING                 SET       8     0.015747   0.00032407      0.40134      0.48435 REACTOME_TRAIL_SIGNALING
REACTOME_TRANSCRIPTIONAL_ACT...1         SET      51     -0.02273   -0.0011798      0.12731      0.57085 REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS
REACTOME_TRANSCRIPTIONAL_ACT...2         SET      49      0.38903     0.019793      0.13646     0.002182 REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER
REACTOME_TRANSCRIPTIONAL_REG...1         SET      30     0.068128    0.0027135      0.15606      0.33122 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6
REACTOME_TRANSCRIPTIONAL_REG...2         SET      58     0.090477    0.0050069      0.12272      0.23048 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2
REACTOME_TRANSCRIPTIONAL_REG...3         SET      33      0.18045    0.0075373      0.16049      0.13045 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4
REACTOME_TRANSCRIPTIONAL_REG...4         SET     195     0.010463    0.0010578     0.064751      0.43582 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
REACTOME_TRANSCRIPTIONAL_REG...5         SET     115       -0.117    -0.009103     0.087725      0.90884 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2
REACTOME_TRANSCRIPTIONAL_REG...6         SET      92     0.020694     0.001441     0.099246      0.41742 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3
REACTOME_TRANSCRIPTIONAL_REG...7         SET      68     -0.17085    -0.010235      0.10625      0.94607 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS
REACTOME_TRANSCRIPTIONAL_REG...8         SET      37      0.25823      0.01142      0.16147     0.054884 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS
REACTOME_TRANSCRIPTIONAL_REG...9         SET     344    -0.045391   -0.0060708      0.04795      0.82808 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53
REACTOME_TRANSCRIPTIONAL_REG...10        SET      37      0.22319    0.0098703      0.14567     0.062756 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX
REACTOME_TRANSCRIPTIONAL_REG...11        SET      52      0.19499     0.010219      0.12745     0.063033 REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS
REACTOME_TRANSCRIPTIONAL_REG...12        SET      30     0.073194    0.0029153      0.18317      0.34473 REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS
REACTOME_TRANSCRIPTIONAL_REG...13        SET      11    -0.057491   -0.0013873      0.29352      0.57764 REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION
REACTOME_TRANSCRIPTIONAL_REG...14        SET      80      0.13316    0.0086491      0.10046     0.092523 REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION
REACTOME_TRANSCRIPTION_COUPL...          SET      77     0.025493    0.0016247     0.090767      0.38941 REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER
REACTOME_TRANSCRIPTION_OF_E2...1         SET      19    -0.064975   -0.0020601      0.20033      0.62716 REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX
REACTOME_TRANSCRIPTION_OF_E2...2         SET      16     0.015707   0.00045704      0.22218      0.47182 REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1
REACTOME_TRANSCRIPTION_OF_TH...          SET      64    -0.047235   -0.0027454      0.10503      0.67355 REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME
REACTOME_TRANSFERRIN_ENDOCYT...          SET      30     -0.23294   -0.0092777      0.15529      0.93319 REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING
REACTOME_TRANSLATION                     SET     278     0.011659    0.0014042     0.050441      0.40861 REACTOME_TRANSLATION
REACTOME_TRANSLATION_OF_REPL...          SET      14     -0.14296   -0.0038914        0.231        0.732 REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX
REACTOME_TRANSLATION_OF_SARS...1         SET      29      0.13931    0.0054556      0.14835      0.17385 REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS
REACTOME_TRANSLATION_OF_SARS...2         SET      54     0.025751    0.0013752      0.11207      0.40914 REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS
REACTOME_TRANSLESION_SYNTHES...1         SET      19      0.10719    0.0033987      0.19645      0.29265 REACTOME_TRANSLESION_SYNTHESIS_BY_POLH
REACTOME_TRANSLESION_SYNTHES...2         SET      17      0.18549    0.0055633      0.22558      0.20547 REACTOME_TRANSLESION_SYNTHESIS_BY_POLK
REACTOME_TRANSLESION_SYNTHES...3         SET      39      0.10427    0.0047342       0.1389      0.22643 REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE
REACTOME_TRANSLOCATION_OF_SL...          SET      69    -0.059021   -0.0035614      0.10877       0.7063 REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE
REACTOME_TRANSMISSION_ACROSS...          SET     247     0.068898    0.0078286     0.060973      0.12925 REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
REACTOME_TRANSPORT_AND_SYNTH...          SET       6      0.12754    0.0022733      0.30537      0.33809 REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS
REACTOME_TRANSPORT_OF_BILE_S...          SET      82      0.21663     0.014245      0.10483     0.019402 REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS
REACTOME_TRANSPORT_OF_CONNEX...          SET      18      -0.5119    -0.015798      0.22048      0.98987 REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE
REACTOME_TRANSPORT_OF_FATTY_...          SET       7      0.10344    0.0019914      0.33447      0.37856 REACTOME_TRANSPORT_OF_FATTY_ACIDS
REACTOME_TRANSPORT_OF_INORGA...          SET      99      0.02884    0.0020828      0.09208      0.37706 REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES
REACTOME_TRANSPORT_OF_MATURE...1         SET      41    -0.063851   -0.0029722      0.12889      0.68983 REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS
REACTOME_TRANSPORT_OF_MATURE...2         SET      75     0.063144    0.0039718     0.093529       0.2498 REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM
REACTOME_TRANSPORT_OF_NUCLEO...1         SET      10     0.021465   0.00049386      0.26882      0.46818 REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE
REACTOME_TRANSPORT_OF_NUCLEO...2         SET       8      0.26147     0.005381      0.31928      0.20642 REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS
REACTOME_TRANSPORT_OF_ORGANI...          SET      10     -0.51803    -0.011919      0.35091      0.93005 REACTOME_TRANSPORT_OF_ORGANIC_ANIONS
REACTOME_TRANSPORT_OF_RCBL_W...          SET       8     -0.59383    -0.012221      0.34647      0.95672 REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY
REACTOME_TRANSPORT_OF_SMALL_...          SET     689     0.090206     0.016914     0.035392    0.0054095 REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_TRANSPORT_OF_THE_SL...          SET      34     -0.22759    -0.009649      0.14743      0.93866 REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA
REACTOME_TRANSPORT_OF_VITAMI...          SET      37     0.069607    0.0030783       0.1493      0.32054 REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES
REACTOME_TRANSPORT_TO_THE_GO...          SET     180     -0.11151    -0.010836     0.064096      0.95904 REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION
REACTOME_TRANS_GOLGI_NETWORK...          SET      67   0.00059123   3.5157e-05      0.10763      0.49781 REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING
REACTOME_TRIF_MEDIATED_PROGR...          SET       9     -0.12863   -0.0028076      0.27806      0.67816 REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH
REACTOME_TRIGLYCERIDE_BIOSYN...          SET      11      0.01682   0.00040586       0.2773      0.47582 REACTOME_TRIGLYCERIDE_BIOSYNTHESIS
REACTOME_TRIGLYCERIDE_CATABO...          SET      23     -0.19467   -0.0067902      0.21906       0.8129 REACTOME_TRIGLYCERIDE_CATABOLISM
REACTOME_TRIGLYCERIDE_METABO...          SET      34     -0.11345     -0.00481      0.17193      0.74532 REACTOME_TRIGLYCERIDE_METABOLISM
REACTOME_TRISTETRAPROLIN_TTP...          SET      16     -0.10986   -0.0031968      0.23747      0.67819 REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA
REACTOME_TRNA_AMINOACYLATION             SET      42    -0.051398   -0.0024214      0.12371       0.6611 REACTOME_TRNA_AMINOACYLATION
REACTOME_TRNA_MODIFICATION_I...1         SET       9       -0.189   -0.0041254      0.25711      0.76885 REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION
REACTOME_TRNA_MODIFICATION_I...2         SET      41   -0.0097396  -0.00045337      0.12827      0.53026 REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL
REACTOME_TRNA_PROCESSING                 SET     103     -0.12081   -0.0088986     0.082723       0.9279 REACTOME_TRNA_PROCESSING
REACTOME_TRNA_PROCESSING_IN_...1         SET       5    -0.029067  -0.00047296       0.3528      0.53283 REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION
REACTOME_TRNA_PROCESSING_IN_...2         SET      55     -0.18192   -0.0098045      0.11706      0.93991 REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS
REACTOME_TRP_CHANNELS                    SET      27     0.030659    0.0011586      0.18619       0.4346 REACTOME_TRP_CHANNELS
REACTOME_TRYPTOPHAN_CATABOLI...          SET      14      0.14482     0.003942      0.23446       0.2684 REACTOME_TRYPTOPHAN_CATABOLISM
REACTOME_TYPE_I_HEMIDESMOSOM...          SET      11      0.18314    0.0044191      0.28578      0.26082 REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY
REACTOME_TYROSINE_CATABOLISM             SET       5     0.083784    0.0013632       0.3673      0.40978 REACTOME_TYROSINE_CATABOLISM
REACTOME_TYSND1_CLEAVES_PERO...          SET       7     -0.89286    -0.017189      0.40618      0.98602 REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS
REACTOME_UBIQUINOL_BIOSYNTHE...          SET       8    -0.018235  -0.00037527      0.24274      0.52994 REACTOME_UBIQUINOL_BIOSYNTHESIS
REACTOME_UB_SPECIFIC_PROCESS...          SET     165    -0.031585   -0.0029398     0.067295      0.68059 REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES
REACTOME_UCH_PROTEINASES                 SET      84    -0.085914   -0.0057177     0.097383      0.81117 REACTOME_UCH_PROTEINASES
REACTOME_UNBLOCKING_OF_NMDA_...          SET      17    -0.088258   -0.0026471       0.2165      0.65824 REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION
REACTOME_UNFOLDED_PROTEIN_RE...          SET      89     0.089073     0.006101     0.085887      0.14985 REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR
REACTOME_UNWINDING_OF_DNA                SET      12      0.26759    0.0067439      0.24333      0.13574 REACTOME_UNWINDING_OF_DNA
REACTOME_UPTAKE_AND_ACTIONS_...          SET      29      0.46306     0.018134       0.1704    0.0032924 REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS
REACTOME_UPTAKE_AND_FUNCTION...1         SET      11      0.91862     0.022166      0.28824      0.00072 REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS
REACTOME_UPTAKE_AND_FUNCTION...2         SET       6     0.075342    0.0013429      0.38714      0.42285 REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN
REACTOME_UPTAKE_OF_DIETARY_C...          SET      10    -0.063028   -0.0014501      0.30757      0.58118 REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES
REACTOME_UREA_CYCLE                      SET       9     -0.15636    -0.003413      0.29238       0.7036 REACTOME_UREA_CYCLE
REACTOME_VASOPRESSIN_LIKE_RE...          SET       5     -0.12683   -0.0020637      0.49518      0.60108 REACTOME_VASOPRESSIN_LIKE_RECEPTORS
REACTOME_VASOPRESSIN_REGULAT...          SET      42    -0.060459   -0.0028483      0.14357      0.66316 REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS
REACTOME_VEGFR2_MEDIATED_CEL...          SET      19      0.34214     0.010848      0.21193     0.053231 REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION
REACTOME_VEGFR2_MEDIATED_VAS...          SET      26      0.42267     0.015674      0.19012     0.013108 REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY
REACTOME_VEGF_LIGAND_RECEPTO...          SET       7      0.38208    0.0073554      0.37211      0.15227 REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS
REACTOME_VESICLE_MEDIATED_TR...          SET     639    0.0014647   0.00026486     0.034997      0.48331 REACTOME_VESICLE_MEDIATED_TRANSPORT
REACTOME_VIRAL_MESSENGER_RNA...          SET      43     -0.31854    -0.015184      0.14139      0.98786 REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS
REACTOME_VISUAL_PHOTOTRANSDU...          SET      91      0.10361    0.0071758     0.097672      0.14439 REACTOME_VISUAL_PHOTOTRANSDUCTION
REACTOME_VITAMINS                        SET       6      0.18822    0.0033548      0.46585      0.34309 REACTOME_VITAMINS
REACTOME_VITAMIN_B1_THIAMIN_...          SET       5     -0.16653   -0.0027096      0.39735      0.66242 REACTOME_VITAMIN_B1_THIAMIN_METABOLISM
REACTOME_VITAMIN_B2_RIBOFLAV...          SET       7      0.15597    0.0030026       0.3557      0.33052 REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM
REACTOME_VITAMIN_B5_PANTOTHE...          SET      16      0.12253    0.0035655      0.21509      0.28445 REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM
REACTOME_VITAMIN_C_ASCORBATE...          SET       8     -0.29153   -0.0059995      0.36553      0.78742 REACTOME_VITAMIN_C_ASCORBATE_METABOLISM
REACTOME_VITAMIN_D_CALCIFERO...          SET      12       -0.159   -0.0040071      0.27679      0.71716 REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM
REACTOME_VLDLR_INTERNALISATI...          SET      16      0.31376    0.0091298      0.21502     0.072261 REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION
REACTOME_VLDL_ASSEMBLY                   SET       5      0.92324     0.015022      0.45895     0.022138 REACTOME_VLDL_ASSEMBLY
REACTOME_VLDL_CLEARANCE                  SET       6      0.93597     0.016682      0.33652    0.0027095 REACTOME_VLDL_CLEARANCE
REACTOME_VOLTAGE_GATED_POTAS...          SET      42     -0.21978    -0.010354      0.15423      0.92291 REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS
REACTOME_VXPX_CARGO_TARGETIN...          SET      20    -0.013375  -0.00043507        0.198      0.52693 REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM
REACTOME_WAX_AND_PLASMALOGEN...          SET       5     -0.11798   -0.0019197      0.39562      0.61723 REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS
